ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSG00000079393	DUSP13	10	75094432	75109221	gene
ENSG00000276023	DUSP14	17	37489891	37513501	gene
ENSG00000149599	DUSP15	20	31847637	31870664	gene
ENSG00000111266	DUSP16	12	12473282	12562863	gene
ENSG00000167065	DUSP18	22	30652051	30667887	gene
ENSG00000162999	DUSP19	2	183078559	183100008	gene
ENSG00000158050	DUSP2	2	96143169	96145440	gene
ENSG00000189037	DUSP21	X	44844021	44844888	gene
ENSG00000112679	DUSP22	6	291630	351355	gene
ENSG00000158716	DUSP23	1	159780932	159782543	gene
ENSG00000133878	DUSP26	8	33591330	33600023	gene
ENSG00000188542	DUSP28	2	240560054	240565256	gene
ENSG00000188716	DUSP29	10	75037472	75073642	gene
ENSG00000108861	DUSP3	17	43766125	43778977	gene
ENSG00000120875	DUSP4	8	29333064	29350684	gene
ENSG00000138166	DUSP5	10	110497907	110511533	gene
ENSG00000273143	DUSP5-DT	10	110428840	110496590	gene
ENSG00000183929	DUSP5P1	1	228650241	228651379	gene
ENSG00000235338	DUSP5P2	3	9600748	9602728	gene
ENSG00000139318	DUSP6	12	89347235	89352501	gene
ENSG00000164086	DUSP7	3	52048919	52056571	gene
ENSG00000184545	DUSP8	11	1554051	1572271	gene
ENSG00000215065	DUSP8P1	10	47564256	47566016	gene
ENSG00000235316	DUSP8P5	10	73731824	73733638	gene
ENSG00000130829	DUSP9	X	153642492	153651326	gene
ENSG00000128951	DUT	15	48331011	48343373	gene
ENSG00000229048	DUTP1	3	125310881	125311350	gene
ENSG00000254388	DUTP2	8	123352181	123352643	gene
ENSG00000226857	DUTP3	7	147146342	147146756	gene
ENSG00000229829	DUTP4	X	149817170	149817644	gene
ENSG00000216439	DUTP5	6	85426657	85427125	gene
ENSG00000225171	DUTP6	1	166868748	166869209	gene
ENSG00000250473	DUTP7	4	51865050	51865535	gene
ENSG00000214904	DUTP8	4	98048555	98049043	gene
ENSG00000260596	DUX4	4	190173774	190185942	gene
ENSG00000280757	DUX4L1	4	190084412	190085686	gene
ENSG00000278664	DUX4L10	10	133743332	133744598	gene
ENSG00000278761	DUX4L11	10	133746641	133747907	gene
ENSG00000278790	DUX4L12	10	133749950	133751216	gene
ENSG00000276046	DUX4L13	10	133753250	133754516	gene
ENSG00000276904	DUX4L14	10	133756559	133757825	gene
ENSG00000278641	DUX4L15	10	133759859	133761125	gene
ENSG00000258567	DUX4L16	Y	11306918	11308181	gene
ENSG00000259154	DUX4L17	Y	11314921	11316187	gene
ENSG00000259029	DUX4L18	Y	11321557	11322823	gene
ENSG00000258991	DUX4L19	Y	11332329	11333595	gene
ENSG00000280457	DUX4L2	4	190091005	190092279	gene
ENSG00000276164	DUX4L20	10	133683668	133684936	gene
ENSG00000275610	DUX4L21	10	133680369	133681637	gene
ENSG00000277274	DUX4L22	10	133677059	133678327	gene
ENSG00000276964	DUX4L23	10	133673749	133675017	gene
ENSG00000274599	DUX4L24	10	133670450	133671718	gene
ENSG00000280337	DUX4L25	10	133667151	133668419	gene
ENSG00000236138	DUX4L26	3	75668931	75670185	gene
ENSG00000258794	DUX4L27	12	34208415	34209675	gene
ENSG00000279626	DUX4L28	10	133664429	133665106	gene
ENSG00000237635	DUX4L29	10	133740606	133741284	gene
ENSG00000281627	DUX4L3	4	190087705	190088979	gene
ENSG00000231411	DUX4L31	Y	10171590	10172725	gene
ENSG00000283069	DUX4L32	20	29318824	29319579	gene
ENSG00000282894	DUX4L33	20	29324092	29325049	gene
ENSG00000282935	DUX4L34	20	29410348	29411600	gene
ENSG00000282911	DUX4L35	20	29448517	29449306	gene
ENSG00000283020	DUX4L37	20	29878636	29879363	gene
ENSG00000258834	DUX4L4	4	190081118	190082386	gene
ENSG00000261440	DUX4L45	16	34135736	34136792	gene
ENSG00000259987	DUX4L46	16	34141256	34142006	gene
ENSG00000260207	DUX4L47	16	34142456	34142849	gene
ENSG00000280799	DUX4L5	4	190077818	190079092	gene
ENSG00000232815	DUX4L50	9	63817748	63818462	gene
ENSG00000250482	DUX4L51	5	31249879	31250987	gene
ENSG00000258336	DUX4L52	12	61600067	61600843	gene
ENSG00000281058	DUX4L6	4	190074525	190075799	gene
ENSG00000281652	DUX4L7	4	190071232	190072506	gene
ENSG00000281720	DUX4L8	4	190067935	190069209	gene
ENSG00000224807	DUX4L9	4	190021407	190022665	gene
ENSG00000258873	DUXA	19	57154021	57167485	gene
ENSG00000259056	DUXAP1	2	84750769	84751231	gene
ENSG00000244306	DUXAP10	14	19268853	19337730	gene
ENSG00000270222	DUXAP11	16	59655602	59656336	gene
ENSG00000254063	DUXAP2	8	101366417	101367005	gene
ENSG00000270552	DUXAP3	10	42747544	42748687	gene
ENSG00000270258	DUXAP4	10	45055656	45056268	gene
ENSG00000255377	DUXAP5	11	119444991	119445519	gene
ENSG00000258726	DUXAP6	15	92281484	92282084	gene
ENSG00000232136	DUXAP7	20	18642782	18643634	gene
ENSG00000206195	DUXAP8	22	15784959	15829984	gene
ENSG00000225210	DUXAP9	14	19062316	19131167	gene
ENSG00000282757	DUXB	16	75693893	75701461	gene
ENSG00000107404	DVL1	1	1335276	1349418	gene
ENSG00000004975	DVL2	17	7225342	7234517	gene
ENSG00000161202	DVL3	3	184155377	184173614	gene
ENSG00000204348	DXO	6	31969810	31972290	gene
ENSG00000170788	DYDC1	10	80336105	80356755	gene
ENSG00000133665	DYDC2	10	80344745	80368073	gene
ENSG00000141627	DYM	18	49036387	49461347	gene
ENSG00000178690	DYNAP	18	54587757	54599493	gene
ENSG00000197102	DYNC1H1	14	101964573	102056443	gene
ENSG00000158560	DYNC1I1	7	95772506	96110322	gene
ENSG00000077380	DYNC1I2	2	171687409	171750158	gene
ENSG00000225137	DYNC1I2P1	10	50264978	50266815	gene
ENSG00000144635	DYNC1LI1	3	32525974	32570858	gene
ENSG00000135720	DYNC1LI2	16	66720893	66751609	gene
ENSG00000187240	DYNC2H1	11	103109410	103479863	gene
ENSG00000126870	DYNC2I1	7	158856558	158956747	gene
ENSG00000119333	DYNC2I2	9	128633653	128656847	gene
ENSG00000138036	DYNC2LI1	2	43774039	43810010	gene
ENSG00000088986	DYNLL1	12	120469850	120498493	gene
ENSG00000205579	DYNLL1P1	14	81246295	81246563	gene
ENSG00000258605	DYNLL1P2	14	81412970	81413239	gene
ENSG00000235282	DYNLL1P3	1	18513118	18513383	gene
ENSG00000257231	DYNLL1P4	12	113789542	113789807	gene
ENSG00000242151	DYNLL1P5	3	154657294	154657563	gene
ENSG00000248820	DYNLL1P6	4	100041841	100042104	gene
ENSG00000230614	DYNLL1P7	7	85381118	85381375	gene
ENSG00000264364	DYNLL2	17	58083419	58095542	gene
ENSG00000266290	DYNLL2-DT	17	58076891	58083204	gene
ENSG00000125971	DYNLRB1	20	34516414	34540958	gene
ENSG00000168589	DYNLRB2	16	80540734	80550811	gene
ENSG00000146425	DYNLT1	6	158636474	158644743	gene
ENSG00000184786	DYNLT2	6	169740109	169751587	gene
ENSG00000213123	DYNLT2B	3	196291219	196318299	gene
ENSG00000165169	DYNLT3	X	37836757	37847571	gene
ENSG00000232241	DYNLT3P1	20	17479085	17479431	gene
ENSG00000229758	DYNLT3P2	2	128199901	128200195	gene
ENSG00000188396	DYNLT4	1	44805893	44807351	gene
ENSG00000152760	DYNLT5	1	66752459	66779047	gene
ENSG00000157540	DYRK1A	21	37365573	37526358	gene
ENSG00000105204	DYRK1B	19	39825350	39834201	gene
ENSG00000127334	DYRK2	12	67648338	67665406	gene
ENSG00000143479	DYRK3	1	206635536	206684419	gene
ENSG00000237605	DYRK3-AS1	1	206634196	206635714	gene
ENSG00000010219	DYRK4	12	4562204	4615302	gene
ENSG00000135636	DYSF	2	71453561	71686763	gene
ENSG00000232125	DYTN	2	206651621	206721570	gene
ENSG00000089091	DZANK1	20	18383367	18467281	gene
ENSG00000134874	DZIP1	13	95578202	95644706	gene
ENSG00000158163	DZIP1L	3	138061990	138115818	gene
ENSG00000198919	DZIP3	3	108589705	108694840	gene
ENSG00000101412	E2F1	20	33675477	33686385	gene
ENSG00000007968	E2F2	1	23506438	23531233	gene
ENSG00000112242	E2F3	6	20401879	20493714	gene
ENSG00000224707	E2F3-IT1	6	20437821	20440178	gene
ENSG00000267046	E2F3P1	17	35490009	35491238	gene
ENSG00000203435	E2F3P2	2	195994259	195995680	gene
ENSG00000205250	E2F4	16	67192155	67198918	gene
ENSG00000231276	E2F4P1	6	39553811	39554943	gene
ENSG00000133740	E2F5	8	85177154	85217158	gene
ENSG00000169016	E2F6	2	11444375	11466177	gene
ENSG00000234764	E2F6P1	22	18833694	18834438	gene
ENSG00000224688	E2F6P2	22	21141624	21142371	gene
ENSG00000226885	E2F6P3	22	21268161	21268903	gene
ENSG00000231513	E2F6P4	X	136097835	136098348	gene
ENSG00000165891	E2F7	12	77021248	77065569	gene
ENSG00000129173	E2F8	11	19224063	19241620	gene
ENSG00000167967	E4F1	16	2223580	2235742	gene
ENSG00000144597	EAF1	3	15427598	15450635	gene
ENSG00000249786	EAF1-AS1	3	15436171	15455940	gene
ENSG00000145088	EAF2	3	121835183	121886526	gene
ENSG00000129518	EAPP	14	34515938	34539711	gene
ENSG00000103356	EARS2	16	23520754	23557731	gene
ENSG00000147654	EBAG9	8	109539711	109565996	gene
ENSG00000233690	EBAG9P1	10	99697407	99697949	gene
ENSG00000164330	EBF1	5	158695916	159099916	gene
ENSG00000221818	EBF2	8	25841725	26045413	gene
ENSG00000108001	EBF3	10	129835233	129973053	gene
ENSG00000088881	EBF4	20	2692874	2760108	gene
ENSG00000105246	EBI3	19	4229523	4237528	gene
ENSG00000223601	EBLN1	10	22208814	22210021	gene
ENSG00000255423	EBLN2	3	73061659	73063337	gene
ENSG00000281649	EBLN3P	9	37079645	37090928	gene
ENSG00000117395	EBNA1BP2	1	43164175	43270936	gene
ENSG00000147155	EBP	X	48521799	48528716	gene
ENSG00000123179	EBPL	13	49660674	49691486	gene
ENSG00000122882	ECD	10	73130155	73169055	gene
ENSG00000117298	ECE1	1	21217247	21345572	gene
ENSG00000231105	ECE1-AS1	1	21293290	21299874	gene
ENSG00000145194	ECE2	3	184276011	184293031	gene
ENSG00000171551	ECEL1	2	232479827	232487834	gene
ENSG00000204121	ECEL1P1	2	232415818	232419816	gene
ENSG00000244280	ECEL1P2	2	232385750	232387457	gene
ENSG00000230122	ECEL1P3	2	232349754	232351309	gene
ENSG00000104823	ECH1	19	38815422	38831841	gene
ENSG00000093144	ECHDC1	6	127288712	127343609	gene
ENSG00000121310	ECHDC2	1	52895910	52927212	gene
ENSG00000134463	ECHDC3	10	11742366	11764070	gene
ENSG00000127884	ECHS1	10	133362485	133373354	gene
ENSG00000167969	ECI1	16	2239402	2252300	gene
ENSG00000198721	ECI2	6	4115693	4135597	gene
ENSG00000234817	ECI2-DT	6	4136072	4157385	gene
ENSG00000143369	ECM1	1	150508062	150513789	gene
ENSG00000270639	ECM1P1	9	4768617	4769895	gene
ENSG00000249995	ECM1P2	4	12639086	12641009	gene
ENSG00000106823	ECM2	9	92493554	92536655	gene
ENSG00000224963	ECMXP	X	153479266	153487088	gene
ENSG00000136813	ECPAS	9	111360685	111484745	gene
ENSG00000119147	ECRG4	2	106063246	106078155	gene
ENSG00000249751	ECSCR	5	139448560	139462743	gene
ENSG00000130159	ECSIT	19	11505929	11529172	gene
ENSG00000114346	ECT2	3	172750682	172821474	gene
ENSG00000203734	ECT2L	6	138795911	138904070	gene
ENSG00000158813	EDA	X	69616067	70039472	gene
ENSG00000131080	EDA2R	X	66595637	66639298	gene
ENSG00000135960	EDAR	2	108894471	108989372	gene
ENSG00000186197	EDARADD	1	236348257	236502915	gene
ENSG00000179151	EDC3	15	74630558	74696292	gene
ENSG00000038358	EDC4	16	67873052	67884499	gene
ENSG00000267710	EDDM13	19	56272748	56310454	gene
ENSG00000181562	EDDM3A	14	20745887	20748380	gene
ENSG00000181552	EDDM3B	14	20768404	20770948	gene
ENSG00000234060	EDDM3CP	2	134319654	134320078	gene
ENSG00000258963	EDDM3DP	14	20734578	20735011	gene
ENSG00000134109	EDEM1	3	5187646	5219958	gene
ENSG00000088298	EDEM2	20	35115364	35147336	gene
ENSG00000116406	EDEM3	1	184690237	184754907	gene
ENSG00000107223	EDF1	9	136862119	136866308	gene
ENSG00000164176	EDIL3	5	83940554	84384880	gene
ENSG00000250320	EDIL3-DT	5	84382424	84490765	gene
ENSG00000078401	EDN1	6	12290361	12297194	gene
ENSG00000127129	EDN2	1	41478775	41484683	gene
ENSG00000124205	EDN3	20	59300443	59325992	gene
ENSG00000151617	EDNRA	4	147480917	147544954	gene
ENSG00000136160	EDNRB	13	77895481	77975529	gene
ENSG00000225579	EDNRB-AS1	13	77779723	77844145	gene
ENSG00000107938	EDRF1	10	125719515	125764143	gene
ENSG00000236991	EDRF1-AS1	10	125725634	125752110	gene
ENSG00000224023	EDRF1-DT	10	125700436	125719566	gene
ENSG00000102189	EEA1	12	92770637	92929331	gene
ENSG00000074266	EED	11	86244753	86278813	gene
ENSG00000224942	EEDP1	X	140397062	140398311	gene
ENSG00000156508	EEF1A1	6	73489308	73525587	gene
ENSG00000223822	EEF1A1P1	21	23390258	23390996	gene
ENSG00000243746	EEF1A1P10	7	144647186	144648575	gene
ENSG00000228502	EEF1A1P11	1	96446930	96448318	gene
ENSG00000214199	EEF1A1P12	2	106697331	106698676	gene
ENSG00000250182	EEF1A1P13	5	14651941	14653329	gene
ENSG00000233057	EEF1A1P14	1	194188967	194190342	gene
ENSG00000213704	EEF1A1P15	X	98389512	98390919	gene
ENSG00000213235	EEF1A1P16	12	16990670	16992083	gene
ENSG00000257907	EEF1A1P17	12	43659827	43661101	gene
ENSG00000249855	EEF1A1P19	5	43495073	43496454	gene
ENSG00000258841	EEF1A1P2	14	81661428	81662874	gene
ENSG00000249963	EEF1A1P20	5	99996547	99997932	gene
ENSG00000249542	EEF1A1P21	4	29748757	29750100	gene
ENSG00000259612	EEF1A1P22	15	52937139	52938518	gene
ENSG00000223668	EEF1A1P24	3	39358545	39359922	gene
ENSG00000241429	EEF1A1P25	3	138825063	138826329	gene
ENSG00000233167	EEF1A1P26	7	14190795	14192157	gene
ENSG00000179460	EEF1A1P27	7	20582072	20583206	gene
ENSG00000237709	EEF1A1P28	7	88639014	88640416	gene
ENSG00000215093	EEF1A1P29	X	86160264	86161359	gene
ENSG00000232587	EEF1A1P3	13	28214513	28215897	gene
ENSG00000237757	EEF1A1P30	X	120210461	120212680	gene
ENSG00000237859	EEF1A1P31	X	154908885	154919103	gene
ENSG00000213046	EEF1A1P32	1	197688760	197690627	gene
ENSG00000258846	EEF1A1P33	12	96900697	96902698	gene
ENSG00000233324	EEF1A1P34	20	18782424	18783690	gene
ENSG00000223912	EEF1A1P36	6	132271982	132273332	gene
ENSG00000254124	EEF1A1P37	8	111225585	111227049	gene
ENSG00000261557	EEF1A1P38	16	27133483	27135179	gene
ENSG00000230125	EEF1A1P39	10	30301823	30302072	gene
ENSG00000245205	EEF1A1P4	12	19456244	19457648	gene
ENSG00000231144	EEF1A1P40	X	107032248	107032820	gene
ENSG00000223600	EEF1A1P41	Y	2995067	2995273	gene
ENSG00000277043	EEF1A1P42	6	49358185	49360420	gene
ENSG00000196205	EEF1A1P5	9	133019486	133020874	gene
ENSG00000233476	EEF1A1P6	7	22510616	22511999	gene
ENSG00000268222	EEF1A1P7	19	35382172	35384052	gene
ENSG00000223529	EEF1A1P8	3	184026369	184027756	gene
ENSG00000249264	EEF1A1P9	4	105484698	105486080	gene
ENSG00000101210	EEF1A2	20	63488013	63499239	gene
ENSG00000150456	EEF1AKMT1	13	20728731	20773961	gene
ENSG00000203791	EEF1AKMT2	10	124748149	124791887	gene
ENSG00000123427	EEF1AKMT3	12	57771492	57782541	gene
ENSG00000284753	EEF1AKMT4	3	184249672	184258759	gene
ENSG00000284917	EEF1AKMT4-ECE2	3	184249695	184293031	gene
ENSG00000010165	EEF1AKNMT	1	171781660	171814023	gene
ENSG00000114942	EEF1B2	2	206159585	206162928	gene
ENSG00000231169	EEF1B2P1	15	52505191	52505862	gene
ENSG00000213864	EEF1B2P2	5	68159218	68159893	gene
ENSG00000232472	EEF1B2P3	X	24788392	24789069	gene
ENSG00000257119	EEF1B2P4	12	106901283	106901984	gene
ENSG00000225121	EEF1B2P5	6	63480134	63481876	gene
ENSG00000213261	EEF1B2P6	7	131661952	131662624	gene
ENSG00000213055	EEF1B2P7	2	232729523	232730198	gene
ENSG00000230497	EEF1B2P8	3	175059361	175060031	gene
ENSG00000104529	EEF1D	8	143579697	143599541	gene
ENSG00000228887	EEF1DP1	19	14070342	14071237	gene
ENSG00000226721	EEF1DP2	9	92836826	92837668	gene
ENSG00000229715	EEF1DP3	13	31952580	31953361	gene
ENSG00000213640	EEF1DP4	7	64862999	64864370	gene
ENSG00000213130	EEF1DP5	6	128580113	128580884	gene
ENSG00000229280	EEF1DP6	1	4175528	4175899	gene
ENSG00000263883	EEF1DP7	17	63636601	63637113	gene
ENSG00000236607	EEF1DP8	11	62169293	62169828	gene
ENSG00000124802	EEF1E1	6	8073360	8102559	gene
ENSG00000265818	EEF1E1-BLOC1S5	6	8015726	8102530	gene
ENSG00000236307	EEF1E1P1	2	111887914	111888741	gene
ENSG00000254772	EEF1G	11	62559596	62574086	gene
ENSG00000186676	EEF1GP1	7	125033453	125035301	gene
ENSG00000250346	EEF1GP2	5	147922179	147923421	gene
ENSG00000226845	EEF1GP3	3	40596207	40597494	gene
ENSG00000240138	EEF1GP4	3	161324913	161326219	gene
ENSG00000234785	EEF1GP5	X	115702811	115704120	gene
ENSG00000216518	EEF1GP6	6	96750824	96751728	gene
ENSG00000236290	EEF1GP7	1	52573114	52573816	gene
ENSG00000234125	EEF1GP8	4	129903010	129904163	gene
ENSG00000167658	EEF2	19	3976056	3985463	gene
ENSG00000103319	EEF2K	16	22206278	22288738	gene
ENSG00000118894	EEF2KMT	16	5084284	5097795	gene
ENSG00000132394	EEFSEC	3	128153481	128408646	gene
ENSG00000122547	EEPD1	7	36153254	36301538	gene
ENSG00000034239	EFCAB1	8	48710789	48735311	gene
ENSG00000185055	EFCAB10	7	105565120	105600875	gene
ENSG00000140025	EFCAB11	14	89794669	89954777	gene
ENSG00000172771	EFCAB12	3	129401321	129428651	gene
ENSG00000178852	EFCAB13	17	47323290	47441312	gene
ENSG00000263293	EFCAB13-DT	17	47303460	47323613	gene
ENSG00000159658	EFCAB14	1	46674659	46719146	gene
ENSG00000228237	EFCAB14-AS1	1	46674036	46692098	gene
ENSG00000228348	EFCAB14P1	1	35122022	35122484	gene
ENSG00000233483	EFCAB15P	17	45245186	45251129	gene
ENSG00000203666	EFCAB2	1	244969705	245127164	gene
ENSG00000172421	EFCAB3	17	62343941	62416480	gene
ENSG00000176927	EFCAB5	17	29929200	30108452	gene
ENSG00000186976	EFCAB6	22	43528744	43812337	gene
ENSG00000223843	EFCAB6-AS1	22	43516107	43560063	gene
ENSG00000261251	EFCAB6-DT	22	43812456	43817394	gene
ENSG00000203965	EFCAB7	1	63523372	63572693	gene
ENSG00000215529	EFCAB8	20	32858923	32961609	gene
ENSG00000214360	EFCAB9	5	172194172	172203454	gene
ENSG00000114654	EFCC1	3	129001304	129040742	gene
ENSG00000115380	EFEMP1	2	55865967	55924139	gene
ENSG00000172638	EFEMP2	11	65866441	65873592	gene
ENSG00000163576	EFHB	3	19879472	19947025	gene
ENSG00000096093	EFHC1	6	52362123	52529886	gene
ENSG00000183690	EFHC2	X	44147872	44343672	gene
ENSG00000115468	EFHD1	2	232606057	232682780	gene
ENSG00000142634	EFHD2	1	15409888	15430339	gene
ENSG00000140598	EFL1	15	82130233	82262734	gene
ENSG00000259404	EFL1P1	15	84080168	84126604	gene
ENSG00000248998	EFL1P2	4	65142703	65145763	gene
ENSG00000169242	EFNA1	1	155127876	155134899	gene
ENSG00000099617	EFNA2	19	1285873	1301431	gene
ENSG00000143590	EFNA3	1	155078837	155087538	gene
ENSG00000243364	EFNA4	1	155063737	155069553	gene
ENSG00000184349	EFNA5	5	107376894	107670937	gene
ENSG00000090776	EFNB1	X	68829021	68842160	gene
ENSG00000125266	EFNB2	13	106489745	106535662	gene
ENSG00000108947	EFNB3	17	7705202	7711372	gene
ENSG00000132294	EFR3A	8	131904093	132013642	gene
ENSG00000084710	EFR3B	2	25042076	25159135	gene
ENSG00000100842	EFS	14	23356403	23365752	gene
ENSG00000108883	EFTUD2	17	44849948	44899445	gene
ENSG00000138798	EGF	4	109912883	110013766	gene
ENSG00000206120	EGFEM1P	3	168249522	168830599	gene
ENSG00000198759	EGFL6	X	13569601	13633575	gene
ENSG00000172889	EGFL7	9	136658856	136672678	gene
ENSG00000241404	EGFL8	6	32164595	32168281	gene
ENSG00000164318	EGFLAM	5	38258409	38465480	gene
ENSG00000249491	EGFLAM-AS1	5	38425036	38427376	gene
ENSG00000248572	EGFLAM-AS2	5	38399814	38403471	gene
ENSG00000249071	EGFLAM-AS3	5	38345347	38346551	gene
ENSG00000248730	EGFLAM-AS4	5	38282264	38290986	gene
ENSG00000146648	EGFR	7	55019017	55211628	gene
ENSG00000224057	EGFR-AS1	7	55179750	55188934	gene
ENSG00000258451	EGILA	14	20693480	20707120	gene
ENSG00000135766	EGLN1	1	231363751	231422287	gene
ENSG00000254779	EGLN1P1	15	84633874	84634635	gene
ENSG00000269858	EGLN2	19	40798996	40808434	gene
ENSG00000129521	EGLN3	14	33924227	34462774	gene
ENSG00000258897	EGLN3-AS1	14	34040097	34059300	gene
ENSG00000256134	EGLN3P1	12	15971890	15972609	gene
ENSG00000235947	EGOT	3	4749192	4751590	gene
ENSG00000120738	EGR1	5	138465479	138469303	gene
ENSG00000122877	EGR2	10	62811996	62919900	gene
ENSG00000179388	EGR3	8	22687659	22693480	gene
ENSG00000135625	EGR4	2	73290929	73293701	gene
ENSG00000115504	EHBP1	2	62673851	63046487	gene
ENSG00000173442	EHBP1L1	11	65576046	65592650	gene
ENSG00000110047	EHD1	11	64851642	64888296	gene
ENSG00000024422	EHD2	19	47713422	47743134	gene
ENSG00000013016	EHD3	2	31234152	31269451	gene
ENSG00000103966	EHD4	15	41895933	41972557	gene
ENSG00000259883	EHD4-AS1	15	41921417	41929286	gene
ENSG00000135373	EHF	11	34621093	34663288	gene
ENSG00000113790	EHHADH	3	185190624	185281990	gene
ENSG00000223358	EHHADH-AS1	3	185162871	185191955	gene
ENSG00000181090	EHMT1	9	137618992	137870016	gene
ENSG00000204371	EHMT2	6	31879759	31897687	gene
ENSG00000237080	EHMT2-AS1	6	31877808	31884204	gene
ENSG00000149547	EI24	11	125569280	125584684	gene
ENSG00000236357	EI24P1	3	176068042	176068908	gene
ENSG00000236257	EI24P2	1	158454198	158455273	gene
ENSG00000214825	EI24P3	3	44524744	44525805	gene
ENSG00000236343	EI24P4	7	145005058	145006135	gene
ENSG00000255302	EID1	15	48878134	48880173	gene
ENSG00000176396	EID2	19	39538707	39540161	gene
ENSG00000176401	EID2B	19	39530987	39532852	gene
ENSG00000255150	EID3	12	104303739	104305205	gene
ENSG00000173812	EIF1	17	41688885	41692668	gene
ENSG00000175376	EIF1AD	11	65996545	66002176	gene
ENSG00000173674	EIF1AX	X	20124525	20141838	gene
ENSG00000225037	EIF1AX-AS1	X	20139968	20140444	gene
ENSG00000236698	EIF1AXP1	1	16685621	16686055	gene
ENSG00000258980	EIF1AXP2	14	65528830	65529574	gene
ENSG00000198692	EIF1AY	Y	20575776	20593154	gene
ENSG00000114784	EIF1B	3	40309707	40312424	gene
ENSG00000280739	EIF1B-AS1	3	40061110	40309698	gene
ENSG00000229875	EIF1P1	9	659986	660326	gene
ENSG00000235549	EIF1P2	1	38958275	38958925	gene
ENSG00000231684	EIF1P3	1	182336001	182336334	gene
ENSG00000262154	EIF1P4	16	2822659	2822993	gene
ENSG00000266563	EIF1P5	17	21259968	21260501	gene
ENSG00000267938	EIF1P6	19	4347780	4349061	gene
ENSG00000213772	EIF1P7	2	9271292	9271628	gene
ENSG00000144895	EIF2A	3	150546678	150586016	gene
ENSG00000086232	EIF2AK1	7	6022247	6059175	gene
ENSG00000055332	EIF2AK2	2	37099210	37157522	gene
ENSG00000172071	EIF2AK3	2	88556741	88691518	gene
ENSG00000234028	EIF2AK3-DT	2	88627539	88631821	gene
ENSG00000128829	EIF2AK4	15	39934115	40035591	gene
ENSG00000227395	EIF2AP4	10	44806443	44808223	gene
ENSG00000111361	EIF2B1	12	123620406	123633766	gene
ENSG00000119718	EIF2B2	14	75002921	75012366	gene
ENSG00000070785	EIF2B3	1	44850522	44986722	gene
ENSG00000115211	EIF2B4	2	27364352	27370457	gene
ENSG00000145191	EIF2B5	3	184135038	184146127	gene
ENSG00000272721	EIF2B5-DT	3	184134019	184135238	gene
ENSG00000143486	EIF2D	1	206571292	206612465	gene
ENSG00000134001	EIF2S1	14	67360328	67386516	gene
ENSG00000125977	EIF2S2	20	34088309	34112243	gene
ENSG00000258778	EIF2S2P1	14	63734697	63735923	gene
ENSG00000229704	EIF2S2P2	3	185245460	185246441	gene
ENSG00000236493	EIF2S2P3	10	92668745	92669743	gene
ENSG00000128692	EIF2S2P4	2	170751805	170752788	gene
ENSG00000225650	EIF2S2P5	1	114468315	114469282	gene
ENSG00000254441	EIF2S2P6	11	82835509	82837222	gene
ENSG00000271115	EIF2S2P7	2	57048350	57049336	gene
ENSG00000130741	EIF2S3	X	24054946	24078810	gene
ENSG00000180574	EIF2S3B	12	10505602	10523135	gene
ENSG00000107581	EIF3A	10	119033670	119080823	gene
ENSG00000106263	EIF3B	7	2354086	2380745	gene
ENSG00000184110	EIF3C	16	28688558	28735727	gene
ENSG00000205609	EIF3CL	16	28379579	28403841	gene
ENSG00000100353	EIF3D	22	36510855	36529184	gene
ENSG00000104408	EIF3E	8	108162787	108443496	gene
ENSG00000234882	EIF3EP1	6	73291962	73293277	gene
ENSG00000224674	EIF3EP2	2	162088259	162090072	gene
ENSG00000175390	EIF3F	11	7970251	8001862	gene
ENSG00000275945	EIF3FP1	21	10330732	10331537	gene
ENSG00000233426	EIF3FP3	2	58251440	58252525	gene
ENSG00000130811	EIF3G	19	10115014	10119918	gene
ENSG00000147677	EIF3H	8	116642130	116766925	gene
ENSG00000084623	EIF3I	1	32221077	32245397	gene
ENSG00000237064	EIF3IP1	7	109959218	109960184	gene
ENSG00000104131	EIF3J	15	44537125	44563029	gene
ENSG00000179523	EIF3J-DT	15	44527257	44537046	gene
ENSG00000228041	EIF3JP1	X	82497669	82497924	gene
ENSG00000178982	EIF3K	19	38619082	38636955	gene
ENSG00000175749	EIF3KP1	5	103032376	103033031	gene
ENSG00000233544	EIF3KP2	3	24555834	24556459	gene
ENSG00000250442	EIF3KP3	4	116043407	116044045	gene
ENSG00000100129	EIF3L	22	37848868	37889407	gene
ENSG00000258501	EIF3LP1	14	81916231	81917888	gene
ENSG00000233837	EIF3LP2	10	42566677	42567483	gene
ENSG00000226086	EIF3LP3	10	38080056	38080877	gene
ENSG00000149100	EIF3M	11	32583798	32606264	gene
ENSG00000236365	EIF3MP1	X	82875649	82875885	gene
ENSG00000161960	EIF4A1	17	7572824	7579006	gene
ENSG00000233300	EIF4A1P1	21	27367014	27367947	gene
ENSG00000229132	EIF4A1P10	X	92113246	92114461	gene
ENSG00000231564	EIF4A1P11	1	179201705	179201926	gene
ENSG00000257662	EIF4A1P12	14	28593779	28593919	gene
ENSG00000225701	EIF4A1P13	7	88448788	88449017	gene
ENSG00000235001	EIF4A1P2	Y	5337745	5338964	gene
ENSG00000231018	EIF4A1P3	9	131782570	131782813	gene
ENSG00000257790	EIF4A1P4	12	53153272	53154484	gene
ENSG00000226161	EIF4A1P5	13	36938400	36939494	gene
